"no","paal_ta","paal_en","paal_te","iyal_ta","iyal_en","iyal_te","adigaaram_no","adigaaram_ta","adigaaram_en","adigaaram_te","kural_ta","varadarasan","paapaya","kural_en","en_meaning","kural_te","paal_no","iyal_no"
"511","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","52","தெரிந்துவினையாடல்","Selection and Employment","Therindhuvinaiyaatal","நன்மையும் தீமையும் நாடி நலம்புரிந்த
தன்மையான் ஆளப் படும்.","நன்மையும் தீமையுமாகிய இரண்டையும் ஆராய்ந்து நன்மை தருகின்றவற்றையே விரும்புகின்ற இயல்புடையவன் (செயலுக்கு உரியவனாக) ஆளப்படுவான்.","ஒரு செயலை நம்மிடம் செய்யக் கொடுத்தால் அச்செயலின் நன்மை தீமை இரண்டையும் ஆராய்ந்து எது நன்மையோ அதையே செய்ய வேண்டும்.","Who good and evil scanning, ever makes the good his joy;
Such man of virtuous mood should king employ.","He should be employed (by a king), whose nature leads him to choose the good, after having weighed both the evil and the good in any undertaking.","nanmaiyum theemaiyum naati nalampurindha
thanmaiyaan aaLap padum","2","5"
"512","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","52","தெரிந்துவினையாடல்","Selection and Employment","Therindhuvinaiyaatal","வாரி பெருக்கி வளம்படுத்து உற்றவை
ஆராய்வான் செய்க வினை.","பொருள் வரும் வழிகளைப் பெருக்கச் செய்து, அவற்றால் வளத்தை உண்டாக்கி, வரும் இடையூறுகளைஆராய்ந்து நீக்க வல்லவனே செயல் செய்ய வேண்டும்.","பொருள் வரும் வழியை விரிவாக்கி, வந்த பொருளால் மேலும் செல்வத்தை வளர்த்து, அப்போது அதனாலும் வரும் இடையூறுகளை ஆராய்ந்து நீக்கக் கூடியவன் பணியாற்றுக.","Who swells the revenues, spreads plenty o'er the land,
Seeks out what hinders progress, his the workman's hand.","Let him do (the king's) work who can enlarge the sources (of revenue), increase wealth and considerately prevent the accidents (which would destroy it).","vaari perukki vaLampatuththu utravai
aaraaivaan seyka vinai","2","5"
"513","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","52","தெரிந்துவினையாடல்","Selection and Employment","Therindhuvinaiyaatal","அன்பறிவு தேற்றம் அவாவின்மை இந்நான்கும்
நன்குடையான் கட்டே தெளிவு.","அன்பு, அறிவு, ஐயமில்லாமல் தெளியும் ஆற்றல், அவா இல்லாமை ஆகிய இந் நான்கு பண்புகளையும் நிலையாக உடையவனைத் தெளியலாம்.","நிர்வாகத்தின்மேல் அன்பு, நிர்வாகத்திற்கு நன்மை தருவதை அறியும் அறிவு, அதற்கான செயல்களைச் செய்யும்போது உறுதி, பணியில் பொருள் வந்தால் அதன்மீது ஆசை இன்மை இந்த நான்கையும் உடையவனிடத்தே பதவி தருவதுதான் தெளிவு.","A loyal love with wisdom, clearness, mind from avarice free;
Who hath these four good gifts should ever trusted be.","Let the choice (of a king) fall upon him who largely possesses these four things, love, knowledge, a clear mind and freedom from covetousness.","anpaRivu thaetram avaavinmai inhnhaankum
nankutaiyaan kattae theLivu","2","5"
"514","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","52","தெரிந்துவினையாடல்","Selection and Employment","Therindhuvinaiyaatal","எனைவகையான் தேறியக் கண்ணும் வினைவகையான்
வேறாகும் மாந்தர் பலர்.","எவ்வகையால் ஆராய்ந்து தெளிந்த பிறகும்(செயலை மேற்க்கொண்டு செய்யும் போது) அச் செயல்வகையால் வேறுபடும் மக்கள் உலகத்தில் பலர் உண்டு.","எல்லா வகையிலும் ஆராய்ந்து உரிய பதவி வழங்கிய பின்னும், செயல் திறத்தால், எதிர்பார்த்த அளவு இல்லாத மாந்தர் பலராவர்.","Even when tests of every kind are multiplied,
Full many a man proves otherwise, by action tried!.","Even when (a king) has tried them in every possible way, there are many men who change, from the nature of the works (in which they may be employed).","enaivakaiyaan thaeRiyak kaNNum vinaivakaiyaan
vaeRaakum maandhar palar","2","5"
"515","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","52","தெரிந்துவினையாடல்","Selection and Employment","Therindhuvinaiyaatal","அறிந்தாற்றிச் செய்கிற்பாற்கு அல்லால் வினைதான்
சிறந்தானென்று ஏவற்பாற் றன்று.","(செய்யும் வழிகளை) அறிந்து இடையூறுகளைத்தாங்கிச் செய்து முடிக்க வல்லவனை அல்லாமல், மற்றவனைச் சிறந்தவன் என்றுக் கருதி ஒருச் செயலைச் செய்யுமாறு ஏவக்கூடாது.","செய்யும் வழிமுறைகளை அறிந்து தடை வந்தாலும் செய்யும் திறமை உடையவனிடம் அன்றி . இவன் நம்மவன் (கட்சி இனம்) என்று எண்ணி, ஒரு செயலை ஒப்படைக்கக்கூடாது.","No specious fav'rite should the king's commission bear,
But he that knows, and work performs with patient care.","(A king's) work can only be accomplished by a man of wisdom and patient endurance; it is not of a nature to be given to one from mere personal attachment.","aRindhaatrich seykiRpaaRku allaal vinaidhaan
siRandhaanendru EvaRpaaR Randru","2","5"
"516","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","52","தெரிந்துவினையாடல்","Selection and Employment","Therindhuvinaiyaatal","செய்வானை நாடி வினைநாடிக் காலத்தோடு
எய்த உணர்ந்து செயல்.","செய்கின்றவனுடைய தன்மையை ஆராய்ந்து, செயலின் தன்மையையும் ஆராய்ந்து, தக்கக் காலத்தோடு பொறுந்துமாறு உணர்ந்து செய்விக்க வேண்டும்.","முதலில் ஒரு செயலைச் செய்ய வேண்டியவனின் தகுதிகளை எண்ணி அவன் செய்ய வேண்டிய செயலின் தகுதியையும் எண்ணி பிறகு அவனையும் அச்செயலையும் செய்யப்படும் காலத்தோடு பொருத்தி எண்ணிச் செயல் செய்க.","Let king first ask, 'Who shall the deed perform?' and 'What the deed?'
Of hour befitting both assured, let every work proceed.","Let (a king) act, after having considered the agent (whom he is to employ), the deed (he desires to do), and the time which is suitable to it.","seyvaanai naati vinainhaatik kaalaththoatu
eydha uNarndhu seyal","2","5"
"517","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","52","தெரிந்துவினையாடல்","Selection and Employment","Therindhuvinaiyaatal","இதனை இதனால் இவன்முடிக்கும் என்றாய்ந்து
அதனை அவன்கண் விடல்.","இந்தச் செயலை இக்கருவியால் இன்னவன் செய்துமுடிப்பான் என்று ஆராய்ந்த பிறகே அத் தொழிலை அவனிடம் ஒப்படைக்க வேண்டும்.","இந்தச் செயலை இன்ன ஆள் பலத்தாலும், பொருள் பலத்தாலும் இவன் செய்து முடிப்பான் என்பதை நன்கு எண்ணி அந்தச் செயலை அவனிடம் விடுக.","'This man, this work shall thus work out,' let thoughtful king command;
Then leave the matter wholly in his servant's hand.","After having considered, ""this man can accomplish this, by these means"", let (the king) leave with him the discharge of that duty.","ithanai ithanaal ivanmutikkum endraaindhu
adhanai avan-kaN vidal","2","5"
"518","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","52","தெரிந்துவினையாடல்","Selection and Employment","Therindhuvinaiyaatal","வினைக்குரிமை நாடிய பின்றை அவனை
அதற்குரிய னாகச் செயல்.","ஒருவன் ஒரு தொழிலைச் செய்வதற்கு உரியவனாக இருப்பதை ஆராய்ந்த பிறகு அவனைத் அத் தொழிலுக்கு உரியவனாகும்படிச் செய்ய வேண்டும்.","ஒருவனை ஒரு பதவிக்கு உரியவனாக நியமித்த பிறகு, அப்பதவிக்கு உரிய செயல்களை அவனே செய்யுமாறு விட்டுவிடுக.","As each man's special aptitude is known,
Bid each man make that special work his own.","Having considered what work a man is fit for, let (the king) employ him in that work.","vinaikkurimai naatiya pindrai avanai
adhaRkuriya naakach cheyal","2","5"
"519","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","52","தெரிந்துவினையாடல்","Selection and Employment","Therindhuvinaiyaatal","வினைக்கண் வினையுடையான் கேண்மைவே றாக
நினைப்பானை நீங்கும் திரு.","மேற்க்கொண்ட தொழிலில் எப்போதும் முயற்சி உடையவனின் உறவைத் தவறாக நினைக்கும் தலைவனை விட்டுச் செல்வம் நீங்கும்.","தன் பதவியில் செயல்திறம் உடையவன் நிர்வாகத்திற்கு வேண்டியவனாக இருக்க, அவனை ஒழிக்க எண்ணிக் கோள் மூட்டுவார் சொல்லை நிர்வாகம் கேட்குமானால் அந்த நிர்வாகத்தை விட்டுச் செல்வத் திருமகள் நீக்குவான்.","Fortune deserts the king who ill can bear,
Informal friendly ways of men his tolls who share.","Prosperity will leave (the king) who doubts the friendship of the man who steadily labours in the discharge of his duties.","vinaikkaN vinaiyudaiyaan kaeNmaivae Raaka
ninaippaanai neengum thiru","2","5"
"520","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","52","தெரிந்துவினையாடல்","Selection and Employment","Therindhuvinaiyaatal","நாடோறும் நாடுக மன்னன் வினைசெய்வான்
கோடாமை கோடா துலகு","தொழில் செய்கின்றவன் கோணாதிருக்கும் வரையில் உலகம் கெடாது, ஆகையால் மன்னன் நாள்தோறும் அவனுடைய நிலைமையை ஆராய வேண்டும்.","மேல் பதவியில் இருப்பவன் தவறு செய்யாவிட்டால் மக்களும் தவற செய்யார். அதனால் பதவியில் இருப்பவரை நாளும் கவனித்து நிர்வாகம் எச்சரிக்கையாக இருக்க வேண்டும்.","Let king search out his servants' deeds each day;
When these do right, the world goes rightly on its way.","Let a king daily examine the conduct of his servants; if they do not act crookedly, the world will not act crookedly.","naatoaRum naatuka mannan vinaiseyvaan
koataamai koataa thulagu","2","5"
"521","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","53","சுற்றந்தழால்","Cherishing Kinsmen","Sutrandhazhaal","பற்றற்ற கண்ணும் பழைமைபா ராட்டுதல்
சுற்றத்தார் கண்ணே உள.","ஒருவன் வறியவனான காலத்திலும் அவனுக்கும் தமக்கும் இருந்த உறவைப் பாராட்டிப் பேசும் பண்புகள் சுற்றத்தாரிடம் உண்டு.","ஒருவன் பிடிமானம் ஏதும் இல்லாமல் எல்லாம் இழந்த நிலையில் இருந்தபோதும், அவனுடன் தங்களுக்கு உள்ள பழந்தொடர்பைக் கூறுவது சுற்றத்தாரிடம் மட்டுமே உண்டு.","When wealth is fled, old kindness still to show,
Is kindly grace that only kinsmen know.","Even when (a man's) property is all gone, relatives will act towards him with their accustomed (kindness).","patratra kaNNum pazhaimaipaa raattudhal
sutraththaar kaNNae uLa","2","5"
"522","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","53","சுற்றந்தழால்","Cherishing Kinsmen","Sutrandhazhaal","விருப்பறாச் சுற்றம் இயையின் அருப்பறா
ஆக்கம் பலவும் தரும்.","அன்பு நீங்காத சுற்றம் ஒருவனுக்குக் கிடைத்தால், அது மேன்மேலும் வளர்ச்சி குறையாத ஆக்கம் பலவற்றையும் அவனுக்குக் கொடுக்கும்.","ஒருவனுக்கு அன்பு நீங்காத சுற்றம் மட்டும் அமைந்து விடுமானால், அவனுக்கு அது வளர்ச்சி குறையாத செல்வங்கள் பலவற்றையும் கொடுக்கும்.","The gift of kin's unfailing love bestows
Much gain of good, like flower that fadeless blows.","If (a man's) relatives remain attached to him with unchanging love, it will be a source of ever-increasing wealth.","viruppaRaach sutram iyaiyin aruppaRaa
aakkam palavum tharum","2","5"
"523","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","53","சுற்றந்தழால்","Cherishing Kinsmen","Sutrandhazhaal","அளவளா வில்லாதான் வாழ்க்கை குளவளாக்
கோடின்றி நீர்நிறைந் தற்று.","சுற்றத்தாரோடு மனம் கலந்து பழகும் தன்மை இல்லாதவனுடைய வாழ்க்கை,
குளப்பரப்பானது கரையில்லாமல் நீர் நிறைந்தாற் போன்றது.","சுற்றத்தாரோடு மனந்திறந்து உறவாடாதவன் வாழ்க்கை, கரை இல்லாத குளப்பரப்பில் நீர் நிறைந்திருப்பது போன்றது.","His joy of life who mingles not with kinsmen gathered round,
Is lake where streams pour in, with no encircling bound.","The wealth of one who does not mingle freely with his relatives, will be like the filling of water in a spacious tank that has no banks.","aLavaLaa villaadhaan vaazhkkai kuLavaLaak
koatindri neernhirainh thatru","2","5"
"524","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","53","சுற்றந்தழால்","Cherishing Kinsmen","Sutrandhazhaal","சுற்றத்தால் சுற்றப் படஒழுகல் செல்வந்தான்
பெற்றத்தால் பெற்ற பயன்.","தக்கவழியில் செய்யப்படாத முயற்சி பலர் துணையாக நின்று(அதை முடிக்குமாறு) காத்த போதிலும் குறையாகிவிடும்.","தன் சுற்றத்தால் தான் சூழப்படும்படி அவர்களைத் தழுவி வாழ்வதே ஒருவன் செல்வத்தைப் பெற்றதன் பயன் ஆகும்.","The profit gained by wealth's increase,
Is living compassed round by relatives in peace.","To live surrounded by relatives, is the advantage to be derived from the acquisition of wealth.","sutraththaal sutrap padaozhukal selvandhaan
petraththaal petra payan","2","5"
"525","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","53","சுற்றந்தழால்","Cherishing Kinsmen","Sutrandhazhaal","கொடுத்தலும் இன்சொலும் ஆற்றின் அடுக்கிய
சுற்றத்தால் சுற்றப் படும்.","பொருள் கொடுத்தலும் இன்சொல் கூறுதலுமாகிய இரண்டும் செய்யவல்லவனானால் ஒருவன் தொடர்ந்த பலச் சுற்றத்தால் சூழப்படுவான்.","ஒருவன் தன் சுற்றத்தார்க்கு வேண்டியதைக் கொடுத்தும், அவர்களிடம் இனிய சொற்களைச் சொல்லியும் வருவான் என்றால், பல்வகைச் சுற்றத்தாராலும் அவன் சூழப்படுவான்.","Who knows the use of pleasant words, and liberal gifts can give,
Connections, heaps of them, surrounding him shall live.","He will be surrounded by numerous relatives who manifests generosity and affability.","kotuththalum insolum aatrin adukkiya
sutraththaal sutrap padum","2","5"
"526","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","53","சுற்றந்தழால்","Cherishing Kinsmen","Sutrandhazhaal","பெருங்கொடையான் பேணான் வெகுளி அவனின்
மருங்குடையார் மாநிலத்து இல்.","பெரிய கொடையாளியாகவும் சினமற்றவனாகவும் ஒருவன் இருந்தால் அவனைப் போல் சுற்றத்தாரை உடையவர் உலகத்தில் யாரும் இல்லை.","ஒருவன் பெருங்கொடையை உடையவனாய், சினத்தை விரும்பாதவனாய் இருப்பான் என்றால் அவனைப் போலச் சுற்றம் உடையவர் உலகில் இல்லை.","Than one who gifts bestows and wrath restrains,
Through the wide world none larger following gains.","No one, in all the world, will have so many relatives (about him), as he who makes large gift, and does not give way to anger.","perungotaiyaan paeNaan vekuLi avanin
marungutaiyaar maanhilaththu il","2","5"
"527","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","53","சுற்றந்தழால்","Cherishing Kinsmen","Sutrandhazhaal","காக்கை கரவா கரைந்துண்ணும் ஆக்கமும்
அன்னநீ ரார்க்கே உள.","காக்கை (தனக்கு கிடைத்ததை) மறைத்து வைக்காமல் சுற்றத்தைக் கூவி அழைத்து உண்ணும். ஆக்கமும் அத்தகைய இயல்பு உடையவர்க்கே உண்டு.","காக்கை தன் உணவை மறைக்காமல், தன் இனத்தைச் சத்தமிட்டு அழைத்து உண்ணும்; இதுபோன்ற குணம் உடையவர்க்கே செல்வமும் உள ஆகும்.","The crows conceal not, call their friends to come, then eat;
Increase of good such worthy ones shall meet.","The crows do not conceal (their prey), but will call out for others (to share with them) while they eat it; wealth will be with those who show a similar disposition (towards their relatives).","kaakkai karavaa karaindhuNNum aakkamum
annanhee raarkkae uLa","2","5"
"528","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","53","சுற்றந்தழால்","Cherishing Kinsmen","Sutrandhazhaal","பொதுநோக்கான் வேந்தன் வரிசையா நோக்கின்
அதுநோக்கி வாழ்வார் பலர்.","அரசன் எல்லாரையும் பொதுவகையாக நோக்காமல், அவரவர் சிறப்புக்கு ஏற்றவாறு நோக்கினால், அதை விரும்பி சுற்றமாக வாழ்கின்றவர் பலர் ஆவர்.","சுற்றத்தார் எல்லாரையும் ஒன்று போலவே எண்ணாமல், அவரவர் தகுதிக்கு ஏற்ப ஆட்சியாளன் உபசரிப்பான் என்றால், அச்சிறப்பை எண்ணி அவனை விடாமல் வாழும் சுற்றத்தார் பலராவர்.","Where king regards not all alike, but each in his degree,
'Neath such discerning rule many dwell happily.","Many relatives will live near a king, when they observe that he does not look on all alike, but that he looks on each man according to his merit.","podhunhoakkaan vaendhan varisaiyaa noakkin
adhunhoakki vaazhvaar palar","2","5"
"529","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","53","சுற்றந்தழால்","Cherishing Kinsmen","Sutrandhazhaal","தமராகிக் தற்றுறந்தார் சுற்றம் அமராமைக்
காரணம் இன்றி வரும்.","முன் சுற்றத்தாறாக இருந்து பின் ஒருக் காரணத்தால் பிரிந்தவரின் உறவு, அவ்வாறு அவர் பொருந்தாமலிருந்த காரணம் நீங்கியபின் தானே வந்து சேரும்.","முன்பு தன் அரசியல் இயக்கத்தில் இருந்து, ஆட்சியாளனிடம் உள்ள ஒழுக்கமின்மை காரணமாகப் பிரிந்து போனவர்கள், ஆட்சியாளனிடம் அந்தக் குற்றம் இல்லாது போனதைக் கண்டு அவர்களாகவே திரும்ப வருவர்.","Who once were his, and then forsook him, as before
Will come around, when cause of disagreement is no more.","Those who have been friends and have afterwards forsaken him, will return and join themselves (to him), when the cause of disagreement is not to be found in him.","thamaraakik thatruRandhaar sutram amaraamaik
kaaraNam indri varum","2","5"
"530","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","53","சுற்றந்தழால்","Cherishing Kinsmen","Sutrandhazhaal","உழைப்பிரிந்து காரணத்தின் வந்தானை வேந்தன்
இழைத்திருந்து எண்ணிக் கொளல்.","தன்னிடமிருந்து பிரிந்து சென்று பின் ஒருக் காரணம்பற்றித் திரும்பிவந்தவனை, அரசன் அவன் நாடிய உதவியைச் செய்து ஆராய்ந்து உறவு கொள்ள வேண்டும்.","ஒரு காரணமும் இல்லாமல், தானே இயக்கத்தை விட்டுப் பிரிந்து போன ஒருவன் ஏதோ ஒரு காரணத்தோடு திரும்ப வந்தாள் என்றால், ஆட்சியாளன் பொறுத்து இருந்து, ஆராய்ந்து அவனைச் சேர்த்துக் கொள்க.","Who causeless went away, then to return, for any cause, ask leave;
The king should sift their motives well, consider, and receive!.","When one may have left him, and for some cause has returned to him, let the king fulfil the object (for which he has come back) and thoughtfully receive him again.","uzhaippirindhu kaaraNaththin vandhaanai vaendhan
izhaiththirundhu eNNik koLal","2","5"
"531","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","54","பொச்சாவாமை","Unforgetfulness","Pochchaavaamai","இறந்த வெகுளியின் தீதே சிறந்த
உவகை மகிழ்ச்சியிற் சோர்வு.","பெரிய உவகையால் மகிழ்ந்திருக்கும் போது மறதியால் வரும் சோர்வு, ஒருவனுக்கு வரம்பு கடந்த சினம் வருவதைவிடத் தீமையானதாகும்.","மிகுந்த மகிழ்ச்சிப் பெருக்கால் வரும் மறதி, அளவு கடந்த கோபத்தைக் காட்டிலும் கொடுமையானது.","'Tis greater ill, it rapture of o'erweening gladness to the soul
Bring self-forgetfulness than if transcendent wrath control.","More evil than excessive anger, is forgetfulness which springs from the intoxication of great joy.","iRandha vekuLiyin theedhae siRandha
uvakai makizhchchiyiR soarvu","2","5"
"532","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","54","பொச்சாவாமை","Unforgetfulness","Pochchaavaamai","பொச்சாப்புக் கொல்லும் புகழை அறிவினை
நிச்ச நிரப்புக்கொன் றாங்கு.","நாள் தோறும் விடாமல் வரும் வறுமை அறிவைக் கொல்வது போல, ஒருவனுடைய புகழை அவனுடைய மறதிக் கொன்று விடும்.","நித்த வறுமை அறிவைக் கொன்றுவிடுவது போல, மறதி புகழைக் கெடுத்துவிடும்.","Perpetual, poverty is death to wisdom of the wise;
When man forgets himself his glory dies!.","Forgetfulness will destroy fame, even as constant poverty destroys knowledge.","pochchaappuk kollum pukazhai aRivinai
nichcha nirappukkon Raangu","2","5"
"533","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","54","பொச்சாவாமை","Unforgetfulness","Pochchaavaamai","பொச்சாப்பார்க் கில்லை புகழ்மை அதுஉலகத்து
எப்பால்நூ லோர்க்கும் துணிவு.","மறதியால் சோர்ந்து நடப்பவர்க்குப் புகழுடன் வாழும் தன்மையில்லை, அஃது உலகத்தில் எப்படிப்பட்டநூலோர்க்கும் ஒப்ப முடிந்த முடிப்பாகும்.","மறதியை உடையவர்க்குப் புகழ் உடைமை இல்லை; இது இவ்வுலகத்தில் எந்தத் துறை நுகர்வோர்க்கும் முடிவான கருத்தாகும்.","'To self-oblivious men no praise'; this rule
Decisive wisdom sums of every school.","Thoughtlessness will never acquire fame; and this tenet is upheld by all treatises in the world.","pochchaappaark killai pukazhmai adhu-ulakaththu
eppaalnhoo loarkkum thuNivu","2","5"
"534","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","54","பொச்சாவாமை","Unforgetfulness","Pochchaavaamai","அச்ச முடையார்க்கு அரணில்லை ஆங்கில்லை
பொச்சாப் புடையார்க்கு நன்கு.","உள்ளத்தில் அச்சம் உடையவர்க்குப் புறத்திலே அரண் இருந்து பயன் இல்லை, அதுபோல் மறதி உடையவர்க்கு நல்ல நிலை வாய்த்தும் பயன் இல்லை.","மனத்துள் பயம் உள்ளவர்க்கு எத்தகைய பாதுகாப்பாலும் பயன் இல்லை. அதுபோலவே மறதி உடையவர்க்கும் பாதுகாப்பால் பயன் இல்லை.","'To cowards is no fort's defence'; e'en so
The self-oblivious men no blessing know.","Just as the coward has no defence (by whatever fortifications ha may be surrounded), so the thoughtless has no good (whatever advantages he may possess).","achcha mudaiyaarkku araNillai aangillai
pochchaap pudaiyaarkku nanku","2","5"
"535","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","54","பொச்சாவாமை","Unforgetfulness","Pochchaavaamai","முன்னுறக் காவாது இழுக்கியான் தன்பிழை
பின்னூறு இரங்கி விடும்.","வரும் இடையூறுகளை முன்னே அறிந்துக் காக்காமல் மறந்து சோர்ந்தவன், பின்பு அவை வந்துற்றபோது தன் பிழையை நினைத்து இரங்குவான்.","துன்பங்கள் வரும் முன்பே அவற்றைத் தடுக்காமல் மறந்திருந்தவன், பின் அவை வந்தபோது தடுக்க முடியாமல் தன் பிழையை எண்ணி வருந்துவான்.","To him who nought foresees, recks not of anything,
The after woe shall sure repentance bring.","The thoughtless man, who provides not against the calamities that may happen, will afterwards repent for his fault.","munnuRak kaavaadhu izhukkiyaan thanpizhai
pinnooRu iRangi vidum","2","5"
"536","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","54","பொச்சாவாமை","Unforgetfulness","Pochchaavaamai","இழுக்காமை யார்மாட்டும் என்றும் வழுக்காமை
வாயின் அதுவொப்பது இல்.","யாரிடத்திலும் எக்காலத்திலும் மறந்தும் சோர்ந்திருக்காதத் தன்மை தவறாமல் பொருந்தியிருக்குமானால், அதற்கு ஒப்பான நன்மை வேறொன்றும் இல்லை.","எவரிடத்திலேனும் எப்போதும் விடாமல் மறதி இல்லாத குணம் மட்டும் இருக்கும் என்றால், அதைப் போன்ற நன்மை வேறு இல்லை.","Towards all unswerving, ever watchfulness of soul retain,
Where this is found there is no greater gain.","There is nothing comparable with the possession of unfailing thoughtfulness at all times; and towards all persons.","izhukkaamai yaarmaattum endrum vazhukkaamai
vaayin adhuvoppadhu il","2","5"
"537","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","54","பொச்சாவாமை","Unforgetfulness","Pochchaavaamai","அரியஎன்று ஆகாத இல்லைபொச் சாவாக்
கருவியால் போற்றிச் செயின்.","மறவாமை என்னும் கருவிகொண்டு (கடமைகளைப்) போற்றிச் செய்தால், செய்வதற்கு அரியவை என்று ஒருவனால் முடியாத செயல்கள் இல்லை.","மறதி இல்லாத மனத்தால் எண்ணிச் செய்தால் ஒருவருக்குச் செய்ய முடியாதது என்று எதுவும் இல்லை.","Though things are arduous deemed, there's nought may not be won,
When work with mind's unslumbering energy and thought is done.","There is nothing too difficult to be accomplished, if a man set about it carefully, with unflinching endeavour.","ariya-endru aakaadha illaipoch saavaak
karuviyaal poatrich seyin","2","5"
"538","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","54","பொச்சாவாமை","Unforgetfulness","Pochchaavaamai","புகழ்ந்தவை போற்றிச் செயல்வேண்டும் செய்யாது
இகழ்ந்தார்க்கு எழுமையும் இல்.","சான்றோர் புகழ்ந்து சொல்லியச் செயல்களைப் போற்றிச் செய்யவேண்டும், அவ்வாறு செய்யாமல் மறந்து சோர்ந்தவர்க்கு ஏழுப் பிறப்பிலும் நன்மை இல்லை.","உயர்ந்தோர் புகழ்ந்து சொன்னவற்றை விரும்பிக் கடைப்பிடிக்க வேண்டும். கடைப்பிடிக்க மறந்தவர்க்கு ஏழு பிறப்பிலும் நன்மை இல்லை.","Let things that merit praise thy watchful soul employ;
Who these despise attain through sevenfold births no joy.","Let (a man) observe and do these things which have been praised (by the wise); if he neglects and fails to perform them, for him there will be no (happiness) throughout the seven births.","pukazhndhavai poatrich seyalveNdum seyyaadhu
ikazhndhaarkku ezhumaiyum il","2","5"
"539","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","54","பொச்சாவாமை","Unforgetfulness","Pochchaavaamai","இகழ்ச்சியின் கெட்டாரை உள்ளுக தாந்தம்
மகிழ்ச்சியின் மைந்துறும் போழ்து.","தாம் தம் மகிழ்ச்சியால் செருக்குக் கொண்டு கடமையை மறந்திருக்கும் போது, அவ்வாறு சோர்ந்திருந்த காரணத்தால் முற்காலத்தில் அழிந்தவரை நினைக்க வேண்டும்.","தம் மகிழ்ச்சியில் மனவலிமை பெறும்பொழுது எல்லாம் முற்காலத்தில் மகிழ்ச்சியால் மறதி கொண்டு அழிந்தவர்களை நினைவிற் கொள்க.","Think on the men whom scornful mind hath brought to nought,
When exultation overwhelms thy wildered thought.","Let (a king) think of those who have been ruined by neglect, when his mind is elated with joy.","ikazhchchiyin kettaarai uLLuka thaandham
makizhchchiyin maindhuRum poazhdhu","2","5"
"540","பொருட்பால்","Wealth","Porutpaal","அரசியல்","Royalty","Arasiyal","54","பொச்சாவாமை","Unforgetfulness","Pochchaavaamai","உள்ளியது எய்தல் எளிதுமன் மற்றுந்தான்
உள்ளியது உள்ளப் பெறின்.","ஒருவன் எண்ணியதை விடாமல் எண்ணி (சோர்வில்லாமல்) இருக்கப் பெற்றால், அவன் கருதியதை அடைதல் எளிதாகும்.","நினைத்ததைத் தொடர்ந்து நினைத்துக் கொண்டிருக்க முடியுமானால் நினைத்ததை நினைத்தபடியே அடைவது எளிது.","'Tis easy what thou hast in mind to gain,
If what thou hast in mind thy mind retain.","It is easy for (one) to obtain whatever he may think of, if he can again think of it.","uLLiyadhu eydhal eLidhuman matrundhaan
uLLiyadhu uLLap peRin","2","5"
